mobilePhone	mobilePhoneModel	deviceCategory	revenue
Sony	Xperia Z3 Compact	Смартфоны	10,54607736
Sony	Xperia Z3+	Смартфоны	0,984271088
Spreadtrum	FIRST XS350 2G FT3001PM	Смартфоны	0,50995101
Tele2	Tele2 Maxi	Смартфоны	0,681460624
Tele2	Tele2_Mini	Смартфоны	1,253665015
teXet	Texet TM-4083	Смартфоны	0,863005672
teXet	X-pad AIR 8 3G (revision 1)	Планшеты	0,575625034
Thl	W100	Смартфоны	1,242550733
TurboPhone4G	TurboPhone4G 05	Смартфоны	0,746198893
UMI	ROME_X	Смартфоны	0,528348921
Vertex	Impress Strong	Смартфоны	1,339548012
Vertex	Impress_Lion_4G	Смартфоны	0,576473821
Vertex	Impress_Luck	Смартфоны	1,580774685
Vertex	Impress_Saturn	Смартфоны	0,79957125
Wileyfox	Swift 2	Смартфоны	0,788822874
Wileyfox	Swift 2 X	Смартфоны	1,153651825
Wileyfox	Wileyfox Spark	Смартфоны	0,828786002
Wileyfox	Wileyfox Swift	Смартфоны	3,992300556
Wileyfox	Wileyfox Swift 2 Plus	Смартфоны	1,119164892
Xiaomi	2014817	Смартфоны	0,794720333
Xiaomi	Mi 4i	Смартфоны	0,422431944
Xiaomi	MI 4W	Смартфоны	1,840035908
Xiaomi	MI 5	Смартфоны	14,62985848
Xiaomi	MI 5s	Смартфоны	6,467196653
Xiaomi	MI 5X	Смартфоны	0,695794249
Xiaomi	MI 6	Смартфоны	7,700714955
Xiaomi	Mi A1	Смартфоны	12,80414739
Xiaomi	MI MAX	Смартфоны	3,717356822
Xiaomi	MI MAX 2	Смартфоны	1,409434206
Xiaomi	Mi Note 3	Смартфоны	1,535458429
Xiaomi	MI NOTE LTE	Смартфоны	0,445573779
Xiaomi	MI PAD 2	Смартфоны	0,763076305
Xiaomi	Mi-4c	Смартфоны	0,709930014
Xiaomi	Redmi 3	Смартфоны	6,884350225
Xiaomi	Redmi 3S	Смартфоны	25,4076446
Xiaomi	Redmi 3X	Смартфоны	0,684665957
Xiaomi	Redmi 4	Смартфоны	16,24447604
Xiaomi	Redmi 4A	Смартфоны	22,06481776
Xiaomi	Redmi 4X	Смартфоны	83,80215609
Xiaomi	Redmi 5 Plus	Смартфоны	3,086609561
Xiaomi	Redmi 5A	Смартфоны	4,400889526
Xiaomi	Redmi Note 3	Смартфоны	24,84172184
Xiaomi	Redmi Note 4	Смартфоны	57,39202937
Xiaomi	Redmi Note 4X	Смартфоны	3,8317414
Xiaomi	Redmi Note 5A	Смартфоны	5,058138976
Xiaomi	Redmi Note 5A Prime	Смартфоны	1,412545633
Xiaomi	Redmi Pro	Смартфоны	3,937719036
ZTE	Blade S6 Lite	Смартфоны	0,832866562
ZTE	NX512J	Смартфоны	1,490794987
ZTE	NX529J	Смартфоны	0,878986435
ZTE	NX541J	Смартфоны	0,878101415
ZTE	T620	Смартфоны	0,962112378
ZTE	T660	Смартфоны	0,809987841
ZTE	Z10	Смартфоны	1,664741641
ZTE	ZTE A2017G	Смартфоны	0,714779037
ZTE	ZTE B2017G	Смартфоны	2,463138648
ZTE	ZTE BLADE A0620	Смартфоны	0,842461112
ZTE	ZTE BLADE A0622	Смартфоны	1,955336689
ZTE	ZTE BLADE A210	Смартфоны	0,864250103
ZTE	ZTE Blade A465	Смартфоны	1,701646446
ZTE	ZTE Blade A476	Смартфоны	0,86249667
ZTE	ZTE BLADE A5 PRO	Смартфоны	0,764857595
ZTE	ZTE BLADE A510	Смартфоны	15,78514814
ZTE	ZTE Blade A515	Смартфоны	2,325439932
ZTE	ZTE BLADE A520	Смартфоны	4,046900498
ZTE	ZTE BLADE A610	Смартфоны	5,797401407
ZTE	ZTE BLADE A610C	Смартфоны	1,767686433
ZTE	ZTE BLADE L0510	Смартфоны	3,210635206
ZTE	ZTE BLADE L110	Смартфоны	0,848794225
ZTE	ZTE Blade L2	Смартфоны	2,858210987
ZTE	ZTE Blade L3	Смартфоны	1,619593226
ZTE	ZTE Blade L370	Смартфоны	0,91879362
ZTE	ZTE BLADE V0720	Смартфоны	9,255468039
ZTE	ZTE BLADE V0730	Смартфоны	0,703351876
ZTE	ZTE BLADE V0800	Смартфоны	2,946273403
ZTE	ZTE BLADE V0820	Смартфоны	0,819070465
ZTE	ZTE BLADE V7	Смартфоны	0,71212401
ZTE	ZTE Blade X9	Смартфоны	0,683759331
ZTE	ZTE T221	Смартфоны	0,659936293
ZTE	ZTE T311	Смартфоны	1,576236318
ZTE	ZTE T320	Смартфоны	2,418769782
ZTE	ZTE T620	Смартфоны	5,272080349
ZTE	ZTE T630	Смартфоны	0,947797486
ZTE	ZTE T660	Смартфоны	2,570407359
ZTE	ZTE V815W	Смартфоны	0,707663547
